x, y
-0.7365570668243644, 0.22605071093479712
-0.7381632170313425, -0.8683141148922129
-0.7381632170313425, -1.738398525826205
-0.7381632170313425, -2.1850281235666635
-0.7353069189828504, -3.964787202368978
-0.7134831460674158, -3.973799618581671
-0.678876404494382, -3.9421917874357257
-0.6065085748078061, -3.7369661953924016
-0.5530337078651686, -3.5797639068824276
-0.47138497930218815, -3.3092626716985984
-0.37726788882318163, -3.0082479701946516
-0.2847735068007098, -2.7006670797357426
-0.19945712596096998, -2.446838814545396
-0.12314015375517462, -2.186766232407683
-0.012332347723240766, -1.8190596509298071
0.07879597871082189, -1.5138606133271102
0.17210171496156101, -1.2308063698470297
0.2802850384387934, -0.9416365582226227
0.3900165582495563, -0.756946400263935
0.5510538143110584, -0.5511414386069378
0.6317918391484327, -0.49140199399708706
0.7003098758131281, -0.4447305528956411
0.7916782968657596, -0.3872442123389632
0.8888835008870488, -0.3595632196856915
0.9861301005322292, -0.3218398203954198
1.1060035481963333, -0.3184279771148999
1.2007995269071554, -0.2697609295663579
