x, y
-0.798579246522784, 0.0762712776838681
-0.7995800230665668, -1.8467468426662648
-0.8007710298624736, -2.2382239257528616
-0.7915903524773584, -2.346170824405948
-0.7943693683344744, -2.788746648865729
-0.7881083117754364, -4.115763520279073
-0.7646438237199663, -4.138631983548488
-0.7461087804586662, -4.108399099904177
-0.7086416916707639, -3.9829455528160294
-0.6418460605336556, -3.789209616813274
-0.508817218135284, -3.296116452588852
-0.42433017355064306, -2.9463710849600018
-0.28821629271565163, -2.4193628269038214
-0.17033970344298366, -1.9238794560664951
-0.0579467079598035, -1.4327888973826162
0.04355353786914562, -1.001647304557543
0.13715509279468474, -0.6519019369286925
0.24469308140843915, -0.3598445289031966
0.3496753679393103, -0.2575824459781004
0.413791233785628, -0.17734902399896635
0.5299805634307613, -0.1696616027304345
0.6390900193446707, -0.1686279998707998
0.7691909700364379, -0.1821294372247766
0.9588836149261826, -0.15790437020209103
