x, y
-0.7092129852515621, -0.33884236949630786
-0.7091053097482568, -1.9427048023892848
-0.7068109932547509, -2.4712241420378547
-0.7068109932547509, -2.4712241420378547
-0.7053863635187112, -2.895853564688422
-0.7063968567035767, -3.9677336606995617
-0.6921339938811325, -3.9677336606995617
-0.6536938392011307, -3.9364567491800573
-0.6171090162703898, -3.8805540795573226
-0.5570840645431815, -3.710097660186525
-0.47621147882985715, -3.436026164867985
-0.4029258747340467, -3.2062040786411856
-0.33120570680167516, -2.9436209392234822
-0.2366914630926682, -2.5911098081609474
-0.16226284211561648, -2.3588691206918666
-0.07766302744172315, -2.0357659820070726
0.05415663679706795, -1.626637594591128
0.15670512959885707, -1.334701431005735
0.24856889938034832, -1.169686864430071
0.3200902817681561, -1.0461732964435568
0.38293964477437337, -0.9974714623376149
0.4606896408918433, -0.928761199772798
0.5778240230259923, -0.8880297561243746
0.6884647440377281, -0.8553236711435219
0.7887768994631756, -0.8553236711435219
0.8916815496989747, -0.8553236711435219
