x, y
-0.7925946156201638, -1.0081253720776813
-0.7937367066398524, -0.021238596321861536
-0.7871076131125291, -2.404723978697044
-0.7871076131125291, -2.404723978697044
-0.7862551828587034, -4.211935447539059
-0.7641582044342925, -4.220495245450596
-0.7391728943731327, -4.154977393766794
-0.6935223576731138, -4.015253173722064
-0.6378826625617599, -3.7312352174542642
-0.5667005983563821, -3.3410242795771588
-0.4552639637179201, -2.6315908030441983
-0.37951353543378774, -2.1551382922237776
-0.2538421431586265, -1.3075252208331323
-0.14856286880022518, -0.6695306592009782
-0.03627380390793755, -0.28665669096233337
0.08909137555759683, -0.140689610786632
0.1746902698810735, -0.10657913790606699
0.3668015658233399, -0.11140609161558146
0.5873989290827684, -0.10670785667165461
0.8300270625915533, -0.11166352914675493
1.0228252683500094, -0.10793068494473168
1.195587225132623, -0.09924216826760635
