x, y
-0.7257597325211864, -0.03671609217536442
-0.7257018008474576, -1.3474549072469353
-0.7272576800847458, -2.449579562231208
-0.7205789856991525, -2.7949162333911035
-0.7205789856991525, -4.261505873290969
-0.6869206832627119, -4.261505873290969
-0.635444253177966, -4.148725848899159
-0.56787109375, -3.9419731690095645
-0.5193657309322034, -3.6931125232685025
-0.43741724046610164, -3.3639514731369147
-0.3751241393008474, -3.0279863919378647
-0.3103896318855932, -2.744527890108479
-0.253856594279661, -2.483022016817511
-0.18470272775423724, -2.1511650298478724
-0.09046444650423724, -1.7438860003851335
0.039203191207627164, -1.1364015662109246
0.1300979872881356, -0.6752679889594968
0.20401052701271194, -0.32409012131715764
0.2648139565677967, -0.0428782335194815
0.3166379766949152, 0.1400603376339946
0.3449334613347457, 0.18948584633160026
0.3651929952330508, 0.15707041530265098
0.40275754766949157, 0.05802683099043593
0.4460242319915255, -0.0554592720970537
0.47772940942796605, -0.11990500032094475
0.4973351430084745, -0.10751652866037631
0.520706435381356, -0.06829706656396439
0.5465439618644068, 0.0074459207908081915
0.5636420815677967, 0.05186468964631885
0.5877582097457628, 0.06887476731497522
0.6166495630296611, 0.03787149367738607
0.6475105932203389, -0.0030168816997240278
0.6729425979872881, -0.04640862699788162
0.6969014830508475, -0.050901855061300516
0.7268273305084745, -0.004493228063418897
0.75146484375, 0.03434110019898595
0.7863728151483051, 0.03434110019898595
0.8137248411016949, 0.029077604467552476
0.8377416578389831, -0.03273637589062206
0.851372153072034, -0.047050516721227176
0.8879601430084745, -0.03170935233326899
0.9087079581567796, -0.0009628345850183351
0.945999404131356, 0.019706014506707614
0.9735997086864407, 0.019706014506707614
0.9999751721398304, 0.008151999486488037
1.0244719941737288, -0.028307336799537897
1.0421494306144066, -0.03273637589062206
1.0761387711864407, -0.03273637589062206
1.090580309851695, -0.01283779446691069
1.1164261122881354, 0.015790487194299985
1.148884401483051, 0.033249887669298595
1.1734557070974576, 0.033249887669298595
1.1927469544491527, 0.0020540471147056927
