x, y
-0.7357603601947993, -0.0005804953560364368
-0.7367279242855831, -0.6466718266253864
-0.7360415326656253, -1.865647574819401
-0.7360415326656253, -2.484907120743033
-0.7313525682256731, -4.301341589267285
-0.7006468804557567, -4.280572755417955
-0.6628870715795278, -4.18672600619195
-0.6019966920885785, -3.975425696594427
-0.4962344941652118, -3.6037151702786367
-0.3534567674354498, -3.0501160990712073
-0.27675457134981163, -2.7113648090815268
-0.2079830928971791, -2.4570433436532504
-0.09094918680510888, -1.950851393188854
0.008420472296241877, -1.583462332301341
0.1450124046678306, -1.0317337461300307
0.25982174032895333, -0.5200593395252833
0.3726959478085088, -0.09100877192982448
0.4356868510520997, 0.13751289989680116
0.46910502618763217, 0.1582817337461302
0.49763576219792327, 0.117389060887513
0.5259349444087109, 0.06275799793601688
0.5571202793347423, -0.03799019607843146
0.5860148856013967, -0.06488648090815197
0.6233942846641551, -0.053534571723425906
0.6582596710465864, 0.029605263157895134
0.6781319489111459, 0.07030443756449989
0.7018579435817329, 0.06578947368421106
0.7341348892768538, 0.017543859649123306
0.7574887439125242, -0.011222910216718063
0.7757484149591105, -0.03360423116615063
0.7967040338142057, -0.028186274509803155
0.8117715703390609, -0.018188854489164186
0.8261113663511899, 0.015673374613003332
0.8517146007534688, 0.02515479876161031
0.8710824221262519, 0.04669762641898911
0.8990260038592299, 0.04669762641898911
0.9338665809060003, -0.003353973168214175
0.9552108793531195, -0.02399380804953566
0.9817072498391988, -0.02399380804953566
1.0033244509785906, -0.015415376676986448
1.0261655793439308, 0.02005933952528416
1.0488247725810897, 0.04992260061919529
1.076230818708077, 0.05372807017543879
1.1038849581916752, 0.024509803921568984
1.1269576403565194, -0.007288441692466563
1.15098134705504, -0.007288441692466563
1.180934484976569, -0.0243163054695561
