x, y
-0.25891417613597173, -0.0683105845995371
-0.25850857870751465, -0.9042621684264747
-0.2584671912148149, -2.2336466649497817
-0.25814436877175717, -2.4596961112541855
-0.2544112169302437, -2.607906258047902
-0.2544112169302437, -2.607906258047902
-0.25202729735074064, -2.9801699716713888
-0.2504628501266917, -3.571143445789339
-0.25033454889932266, -4.341231006953388
-0.23456177543146464, -4.3600309039402525
-0.21536625631734094, -4.325328354365183
-0.18968531709717326, -4.245943857841876
-0.16219574444602844, -4.1292171001802735
-0.13129170364715786, -3.960275560133918
-0.097324988388509, -3.778392995106877
-0.06018385243979274, -3.607584342003606
-0.022397071604961016, -3.373744527427248
0.016606501515242067, -3.15909090909091
0.05198453027495087, -2.9077388617048685
0.10030856675112776, -2.6082925573010565
0.14635629112882087, -2.3317022920422357
0.19546255121702216, -1.998905485449395
0.2408232432159001, -1.6885784187483912
0.2818879134725486, -1.3918362091166632
0.32392518980764007, -1.110610352819985
0.36791181704888776, -0.8239119237702814
0.4084839761424097, -0.557043523049189
0.4529838082931338, -0.3282255987638427
0.49735947796575875, -0.1396471800154524
0.5384903682107267, -0.03244913726500176
0.5787852311031606, 0.005472572753025595
0.5993672312227245, 0.013262941024980268
